image,predicted_identity,match_score,label
049_frontal_blurred.jpg,049_frontal,0.9999,1
049_frontal_foggy.jpg,049_frontal,0.7641,1
049_frontal_lowlight.jpg,017_frontal,0.696,0
049_frontal_noisy.jpg,049_frontal,0.9438,1
049_frontal_rainy.jpg,049_frontal,0.9318,1
049_frontal_resized.jpg,049_frontal,1.0,1
049_frontal_sunny.jpg,049_frontal,0.552,0
050_frontal_blurred.jpg,050_frontal,1.0,1
050_frontal_foggy.jpg,017_frontal,0.8346,0
050_frontal_lowlight.jpg,017_frontal,0.5532,0
050_frontal_noisy.jpg,050_frontal,0.9838,1
050_frontal_rainy.jpg,050_frontal,0.9408,1
050_frontal_resized.jpg,050_frontal,1.0,1
050_frontal_sunny.jpg,Oliver_Stone,0.5039,0
052_frontal_blurred.jpg,052_frontal,0.9996,1
052_frontal_foggy.jpg,112_frontal,0.8221,0
052_frontal_lowlight.jpg,017_frontal,0.842,0
052_frontal_noisy.jpg,052_frontal,0.9288,1
052_frontal_rainy.jpg,052_frontal,0.9322,1
052_frontal_resized.jpg,052_frontal,1.0,1
052_frontal_sunny.jpg,017_frontal,0.6675,0
058_frontal_blurred.jpg,058_frontal,0.9999,1
058_frontal_foggy.jpg,018_frontal,0.8809,0
058_frontal_lowlight.jpg,018_frontal,0.8703,0
058_frontal_noisy.jpg,058_frontal,0.9808,1
058_frontal_rainy.jpg,058_frontal,0.8682,1
058_frontal_resized.jpg,058_frontal,1.0,1
058_frontal_sunny.jpg,017_frontal,0.785,0
061_frontal_blurred.jpg,061_frontal,0.9999,1
061_frontal_foggy.jpg,061_frontal,0.8882,1
061_frontal_lowlight.jpg,018_frontal,0.8983,0
061_frontal_noisy.jpg,061_frontal,0.9879,1
061_frontal_rainy.jpg,061_frontal,0.9573,1
061_frontal_resized.jpg,061_frontal,1.0,1
061_frontal_sunny.jpg,070_frontal,0.7,0
069_frontal_blurred.jpg,069_frontal,0.9999,1
069_frontal_foggy.jpg,105_frontal,0.8751,0
069_frontal_lowlight.jpg,017_frontal,0.7143,0
069_frontal_noisy.jpg,069_frontal,0.9116,1
069_frontal_rainy.jpg,098_frontal,0.8778,0
069_frontal_resized.jpg,069_frontal,1.0,1
069_frontal_sunny.jpg,070_frontal,0.5765,0
070_frontal_blurred.jpg,070_frontal,1.0,1
070_frontal_foggy.jpg,070_frontal,0.917,1
070_frontal_lowlight.jpg,017_frontal,0.8176,0
070_frontal_noisy.jpg,070_frontal,0.9889,1
070_frontal_rainy.jpg,070_frontal,0.977,1
070_frontal_resized.jpg,070_frontal,1.0,1
070_frontal_sunny.jpg,049_frontal,0.5714,0
078_frontal_blurred.jpg,078_frontal,0.9999,1
078_frontal_foggy.jpg,017_frontal,0.8587,0
078_frontal_lowlight.jpg,017_frontal,0.8655,0
078_frontal_noisy.jpg,078_frontal,0.9773,1
078_frontal_rainy.jpg,078_frontal,0.9409,1
078_frontal_resized.jpg,078_frontal,1.0,1
078_frontal_sunny.jpg,037_frontal,0.6384,0
079_frontal_blurred.jpg,079_frontal,0.9999,1
079_frontal_foggy.jpg,024_frontal,0.8379,0
079_frontal_lowlight.jpg,018_frontal,0.8782,0
079_frontal_noisy.jpg,079_frontal,0.9776,1
079_frontal_rainy.jpg,079_frontal,0.9493,1
079_frontal_resized.jpg,079_frontal,1.0,1
079_frontal_sunny.jpg,070_frontal,0.7721,0
080_frontal_blurred.jpg,080_frontal,1.0,1
080_frontal_foggy.jpg,050_frontal,0.9082,0
080_frontal_lowlight.jpg,017_frontal,0.8992,0
080_frontal_noisy.jpg,080_frontal,0.979,1
080_frontal_rainy.jpg,080_frontal,0.9448,1
080_frontal_resized.jpg,080_frontal,1.0,1
080_frontal_sunny.jpg,017_frontal,0.6643,0
083_frontal_blurred.jpg,083_frontal,1.0,1
083_frontal_foggy.jpg,112_frontal,0.906,0
083_frontal_lowlight.jpg,017_frontal,0.8965,0
083_frontal_noisy.jpg,083_frontal,0.9633,1
083_frontal_rainy.jpg,017_frontal,0.9275,0
083_frontal_resized.jpg,083_frontal,1.0,1
083_frontal_sunny.jpg,070_frontal,0.8204,0
084_frontal_blurred.jpg,084_frontal,0.9999,1
084_frontal_foggy.jpg,017_frontal,0.8463,0
084_frontal_lowlight.jpg,017_frontal,0.7748,0
084_frontal_noisy.jpg,084_frontal,0.9446,1
084_frontal_rainy.jpg,023_frontal,0.8479,0
084_frontal_resized.jpg,084_frontal,1.0,1
084_frontal_sunny.jpg,017_frontal,0.7168,0
091_frontal_blurred.jpg,091_frontal,0.9998,1
091_frontal_foggy.jpg,108_frontal,0.8204,0
091_frontal_lowlight.jpg,108_frontal,0.832,0
091_frontal_noisy.jpg,091_frontal,0.9443,1
091_frontal_rainy.jpg,108_frontal,0.894,0
091_frontal_resized.jpg,091_frontal,1.0,1
091_frontal_sunny.jpg,078_frontal,0.6841,0
098_frontal_blurred.jpg,098_frontal,0.9999,1
098_frontal_foggy.jpg,112_frontal,0.8995,0
098_frontal_lowlight.jpg,017_frontal,0.8107,0
098_frontal_noisy.jpg,098_frontal,0.9631,1
098_frontal_rainy.jpg,098_frontal,0.918,1
098_frontal_resized.jpg,098_frontal,1.0,1
098_frontal_sunny.jpg,070_frontal,0.8445,0
105_frontal_blurred.jpg,105_frontal,1.0,1
105_frontal_foggy.jpg,033_frontal,0.9074,0
105_frontal_lowlight.jpg,017_frontal,0.8767,0
105_frontal_noisy.jpg,105_frontal,0.9916,1
105_frontal_rainy.jpg,105_frontal,0.9808,1
105_frontal_resized.jpg,105_frontal,1.0,1
105_frontal_sunny.jpg,017_frontal,0.5809,0
108_frontal_blurred.jpg,108_frontal,0.9998,1
108_frontal_foggy.jpg,049_frontal,0.7273,0
108_frontal_lowlight.jpg,108_frontal,0.7817,1
108_frontal_noisy.jpg,108_frontal,0.9774,1
108_frontal_rainy.jpg,108_frontal,0.9524,1
108_frontal_resized.jpg,108_frontal,1.0,1
108_frontal_sunny.jpg,108_frontal,0.5995,0
112_frontal_blurred.jpg,112_frontal,1.0,1
112_frontal_foggy.jpg,112_frontal,0.9091,1
112_frontal_lowlight.jpg,112_frontal,0.8732,1
112_frontal_noisy.jpg,112_frontal,0.981,1
112_frontal_rainy.jpg,112_frontal,0.9648,1
112_frontal_resized.jpg,112_frontal,1.0,1
112_frontal_sunny.jpg,108_frontal,0.7342,0
120_frontal_blurred.jpg,120_frontal,0.9999,1
120_frontal_foggy.jpg,120_frontal,0.7968,1
120_frontal_lowlight.jpg,120_frontal,0.8861,1
120_frontal_noisy.jpg,120_frontal,0.9829,1
120_frontal_rainy.jpg,120_frontal,0.9626,1
120_frontal_resized.jpg,120_frontal,1.0,1
120_frontal_sunny.jpg,017_frontal,0.753,0
Aaron_Peirsol_0001_blurred.jpg,Aaron_Peirsol,0.9033,1
Aaron_Peirsol_0001_foggy.jpg,Aaron_Peirsol,0.733,1
Aaron_Peirsol_0001_lowlight.jpg,108_frontal,0.6112,0
Aaron_Peirsol_0001_noisy.jpg,Aaron_Peirsol,0.554,0
Aaron_Peirsol_0001_rainy.jpg,Candice_Bergen,0.7769,0
Aaron_Peirsol_0001_resized.jpg,Aaron_Peirsol,0.9947,1
Aaron_Peirsol_0001_sunny.jpg,105_frontal,0.6586,0
Aaron_Peirsol_0002_blurred.jpg,Aaron_Peirsol,0.8118,1
Aaron_Peirsol_0002_foggy.jpg,Aaron_Peirsol,0.5952,0
Aaron_Peirsol_0002_lowlight.jpg,083_frontal,0.8838,0
Aaron_Peirsol_0002_noisy.jpg,052_frontal,0.7389,0
Aaron_Peirsol_0002_rainy.jpg,Candice_Bergen,0.5908,0
Aaron_Peirsol_0002_resized.jpg,Aaron_Peirsol,0.8684,1
Aaron_Peirsol_0002_sunny.jpg,033_frontal,0.623,0
Aaron_Peirsol_0003_blurred.jpg,Will_Ferrell,0.4537,0
Aaron_Peirsol_0003_foggy.jpg,Melissa_Manchester,0.6975,0
Aaron_Peirsol_0003_lowlight.jpg,017_frontal,0.702,0
Aaron_Peirsol_0003_noisy.jpg,083_frontal,0.5844,0
Aaron_Peirsol_0003_rainy.jpg,Candice_Bergen,0.7944,0
Aaron_Peirsol_0003_resized.jpg,Aaron_Peirsol,0.536,0
Aaron_Peirsol_0003_sunny.jpg,033_frontal,0.6752,0
Aaron_Peirsol_0004_blurred.jpg,Maria_Wetterstrand,0.4809,0
Aaron_Peirsol_0004_foggy.jpg,Kurt_Budke,0.4285,0
Aaron_Peirsol_0004_lowlight.jpg,Maria_Wetterstrand,0.4473,0
Aaron_Peirsol_0004_noisy.jpg,Kurt_Budke,0.4943,0
Aaron_Peirsol_0004_rainy.jpg,Lili_Marinho,0.508,0
Aaron_Peirsol_0004_resized.jpg,Kurt_Budke,0.4731,0
Aaron_Peirsol_0004_sunny.jpg,033_frontal,0.7717,0
Adam_Kennedy_0001_blurred.jpg,Adam_Kennedy,0.9185,1
Adam_Kennedy_0001_foggy.jpg,Adam_Kennedy,0.611,0
Adam_Kennedy_0001_lowlight.jpg,Adam_Kennedy,0.5727,0
Adam_Kennedy_0001_noisy.jpg,Adam_Kennedy,0.6443,0
Adam_Kennedy_0001_rainy.jpg,Candice_Bergen,0.5946,0
Adam_Kennedy_0001_resized.jpg,Adam_Kennedy,0.9965,1
Adam_Kennedy_0001_sunny.jpg,046_frontal,0.7474,0
Adrian_Nastase_0001_blurred.jpg,Adrian_Nastase,0.9228,1
Adrian_Nastase_0001_foggy.jpg,Adrian_Nastase,0.8475,1
Adrian_Nastase_0001_lowlight.jpg,Adrian_Nastase,0.6691,1
Adrian_Nastase_0001_noisy.jpg,Adrian_Nastase,0.8638,1
Adrian_Nastase_0001_rainy.jpg,Adrian_Nastase,0.6955,1
Adrian_Nastase_0001_resized.jpg,Adrian_Nastase,0.9939,1
Adrian_Nastase_0001_sunny.jpg,018_frontal,0.7569,0
Adrian_Nastase_0002_blurred.jpg,Adrian_Nastase,0.5389,0
Adrian_Nastase_0002_foggy.jpg,Paul_William_Hurley,0.5999,0
Adrian_Nastase_0002_lowlight.jpg,070_frontal,0.8312,0
Adrian_Nastase_0002_noisy.jpg,Franz_Gsell,0.6979,0
Adrian_Nastase_0002_rainy.jpg,Candice_Bergen,0.7483,0
Adrian_Nastase_0002_resized.jpg,Adrian_Nastase,0.6185,0
Adrian_Nastase_0002_sunny.jpg,070_frontal,0.6959,0
Ai_Sugiyama_0001_blurred.jpg,Ai_Sugiyama,0.9304,1
Ai_Sugiyama_0001_foggy.jpg,Ai_Sugiyama,0.8566,1
Ai_Sugiyama_0001_lowlight.jpg,070_frontal,0.4254,0
Ai_Sugiyama_0001_noisy.jpg,Ai_Sugiyama,0.8104,1
Ai_Sugiyama_0001_rainy.jpg,Ai_Sugiyama,0.6084,0
Ai_Sugiyama_0001_resized.jpg,Ai_Sugiyama,0.9931,1
Ai_Sugiyama_0001_sunny.jpg,061_frontal,0.6968,0
Ai_Sugiyama_0002_blurred.jpg,Ai_Sugiyama,0.7494,1
Ai_Sugiyama_0002_foggy.jpg,Ai_Sugiyama,0.4827,0
Ai_Sugiyama_0002_lowlight.jpg,Melissa_Manchester,0.6194,0
Ai_Sugiyama_0002_noisy.jpg,Elaine_Chao,0.6726,0
Ai_Sugiyama_0002_rainy.jpg,Ai_Sugiyama,0.6694,1
Ai_Sugiyama_0002_resized.jpg,Ai_Sugiyama,0.8056,1
Ai_Sugiyama_0002_sunny.jpg,108_frontal,0.751,0
Ai_Sugiyama_0003_blurred.jpg,Ai_Sugiyama,0.6652,1
Ai_Sugiyama_0003_foggy.jpg,Ai_Sugiyama,0.6156,0
Ai_Sugiyama_0003_lowlight.jpg,Mia_Mottley,0.6227,0
Ai_Sugiyama_0003_noisy.jpg,Ren_Qingjin,0.4475,0
Ai_Sugiyama_0003_rainy.jpg,Elaine_Chao,0.5877,0
Ai_Sugiyama_0003_resized.jpg,Ai_Sugiyama,0.8022,1
Ai_Sugiyama_0003_sunny.jpg,108_frontal,0.6497,0
Ai_Sugiyama_0004_blurred.jpg,Ai_Sugiyama,0.6731,1
Ai_Sugiyama_0004_foggy.jpg,Alicia_Molik,0.5138,0
Ai_Sugiyama_0004_lowlight.jpg,049_frontal,0.4462,0
Ai_Sugiyama_0004_noisy.jpg,Ai_Sugiyama,0.5714,0
Ai_Sugiyama_0004_rainy.jpg,Candice_Bergen,0.6959,0
Ai_Sugiyama_0004_resized.jpg,Ai_Sugiyama,0.6807,1
Ai_Sugiyama_0004_sunny.jpg,046_frontal,0.7442,0
Ai_Sugiyama_0005_blurred.jpg,Ai_Sugiyama,0.7212,1
Ai_Sugiyama_0005_foggy.jpg,Ai_Sugiyama,0.4404,0
Ai_Sugiyama_0005_lowlight.jpg,Barbara_Boxer,0.4919,0
Ai_Sugiyama_0005_noisy.jpg,Ai_Sugiyama,0.6196,0
Ai_Sugiyama_0005_rainy.jpg,Duane_Lee_Chapman,0.5619,0
Ai_Sugiyama_0005_resized.jpg,Ai_Sugiyama,0.7543,1
Ai_Sugiyama_0005_sunny.jpg,046_frontal,0.7567,0
Alain_Cervantes_0001_blurred.jpg,Alain_Cervantes,0.8967,1
Alain_Cervantes_0001_foggy.jpg,Alain_Cervantes,0.657,1
Alain_Cervantes_0001_lowlight.jpg,Alain_Cervantes,0.5788,0
Alain_Cervantes_0001_noisy.jpg,Alain_Cervantes,0.6433,0
Alain_Cervantes_0001_rainy.jpg,Candice_Bergen,0.5999,0
Alain_Cervantes_0001_resized.jpg,Alain_Cervantes,0.9932,1
Alain_Cervantes_0001_sunny.jpg,061_frontal,0.6973,0
Alanis_Morissette_0001_blurred.jpg,Alanis_Morissette,0.8155,1
Alanis_Morissette_0001_foggy.jpg,Alanis_Morissette,0.7962,1
Alanis_Morissette_0001_lowlight.jpg,Alanis_Morissette,0.6392,0
Alanis_Morissette_0001_noisy.jpg,Alanis_Morissette,0.6652,1
Alanis_Morissette_0001_rainy.jpg,Alanis_Morissette,0.6336,0
Alanis_Morissette_0001_resized.jpg,Alanis_Morissette,0.9901,1
Alanis_Morissette_0001_sunny.jpg,049_frontal,0.6397,0
Albert_Brooks_0001_blurred.jpg,Albert_Brooks,0.8678,1
Albert_Brooks_0001_foggy.jpg,Rina_Lazo,0.474,0
Albert_Brooks_0001_lowlight.jpg,Candice_Bergen,0.4769,0
Albert_Brooks_0001_noisy.jpg,Candice_Bergen,0.7476,0
Albert_Brooks_0001_rainy.jpg,Candice_Bergen,0.788,0
Albert_Brooks_0001_resized.jpg,Albert_Brooks,0.9899,1
Albert_Brooks_0001_sunny.jpg,108_frontal,0.611,0
Alexandre_Vinokourov_0001_blurred.jpg,Alexandre_Vinokourov,0.8706,1
Alexandre_Vinokourov_0001_foggy.jpg,Alexandre_Vinokourov,0.6508,1
Alexandre_Vinokourov_0001_lowlight.jpg,052_frontal,0.686,0
Alexandre_Vinokourov_0001_noisy.jpg,Alexandre_Vinokourov,0.5314,0
Alexandre_Vinokourov_0001_rainy.jpg,Candice_Bergen,0.577,0
Alexandre_Vinokourov_0001_resized.jpg,Alexandre_Vinokourov,0.9889,1
Alexandre_Vinokourov_0001_sunny.jpg,083_frontal,0.8414,0
Alicia_Molik_0001_blurred.jpg,Alicia_Molik,0.9059,1
Alicia_Molik_0001_foggy.jpg,Alicia_Molik,0.7891,1
Alicia_Molik_0001_lowlight.jpg,050_frontal,0.5321,0
Alicia_Molik_0001_noisy.jpg,Alicia_Molik,0.8185,1
Alicia_Molik_0001_rainy.jpg,Alicia_Molik,0.5617,0
Alicia_Molik_0001_resized.jpg,Alicia_Molik,0.9976,1
Alicia_Molik_0001_sunny.jpg,070_frontal,0.7883,0
Allison_Searing_0001_blurred.jpg,Allison_Searing,0.7309,1
Allison_Searing_0001_foggy.jpg,108_frontal,0.5242,0
Allison_Searing_0001_lowlight.jpg,108_frontal,0.5466,0
Allison_Searing_0001_noisy.jpg,052_frontal,0.624,0
Allison_Searing_0001_rainy.jpg,Candice_Bergen,0.7041,0
Allison_Searing_0001_resized.jpg,Allison_Searing,0.9839,1
Allison_Searing_0001_sunny.jpg,108_frontal,0.6695,0
Andy_Griffith_0001_blurred.jpg,Andy_Griffith,0.9048,1
Andy_Griffith_0001_foggy.jpg,Andy_Griffith,0.8538,1
Andy_Griffith_0001_lowlight.jpg,112_frontal,0.6953,0
Andy_Griffith_0001_noisy.jpg,Andy_Griffith,0.8227,1
Andy_Griffith_0001_rainy.jpg,Candice_Bergen,0.5851,0
Andy_Griffith_0001_resized.jpg,Andy_Griffith,0.9953,1
Andy_Griffith_0001_sunny.jpg,046_frontal,0.7114,0
Aparna_Pillai_0001_blurred.jpg,Aparna_Pillai,0.8813,1
Aparna_Pillai_0001_foggy.jpg,Aparna_Pillai,0.8421,1
Aparna_Pillai_0001_lowlight.jpg,Aparna_Pillai,0.69,1
Aparna_Pillai_0001_noisy.jpg,Aparna_Pillai,0.7584,1
Aparna_Pillai_0001_rainy.jpg,Aparna_Pillai,0.7641,1
Aparna_Pillai_0001_resized.jpg,Aparna_Pillai,0.9919,1
Aparna_Pillai_0001_sunny.jpg,018_frontal,0.6869,0
Aretha_Franklin_0001_blurred.jpg,Aretha_Franklin,0.9629,1
Aretha_Franklin_0001_foggy.jpg,Aretha_Franklin,0.7942,1
Aretha_Franklin_0001_lowlight.jpg,Aretha_Franklin,0.7448,1
Aretha_Franklin_0001_noisy.jpg,Aretha_Franklin,0.9266,1
Aretha_Franklin_0001_rainy.jpg,Aretha_Franklin,0.789,1
Aretha_Franklin_0001_resized.jpg,Aretha_Franklin,0.9966,1
Aretha_Franklin_0001_sunny.jpg,049_frontal,0.7426,0
Ari_Bousbib_0001_blurred.jpg,Ari_Bousbib,0.8944,1
Ari_Bousbib_0001_foggy.jpg,Ari_Bousbib,0.8011,1
Ari_Bousbib_0001_lowlight.jpg,070_frontal,0.79,0
Ari_Bousbib_0001_noisy.jpg,Ari_Bousbib,0.7286,1
Ari_Bousbib_0001_rainy.jpg,049_frontal,0.5676,0
Ari_Bousbib_0001_resized.jpg,Ari_Bousbib,0.9947,1
Ari_Bousbib_0001_sunny.jpg,046_frontal,0.4844,0
Arnold_Scott_0001_blurred.jpg,Arnold_Scott,0.6437,0
Arnold_Scott_0001_foggy.jpg,046_frontal,0.6794,0
Arnold_Scott_0001_lowlight.jpg,070_frontal,0.8427,0
Arnold_Scott_0001_noisy.jpg,William_Delahunt,0.5019,0
Arnold_Scott_0001_rainy.jpg,Candice_Bergen,0.651,0
Arnold_Scott_0001_resized.jpg,Arnold_Scott,0.9905,1
Arnold_Scott_0001_sunny.jpg,033_frontal,0.624,0
Barbara_Boxer_0001_blurred.jpg,Barbara_Boxer,0.8855,1
Barbara_Boxer_0001_foggy.jpg,108_frontal,0.8007,0
Barbara_Boxer_0001_lowlight.jpg,108_frontal,0.8046,0
Barbara_Boxer_0001_noisy.jpg,Candice_Bergen,0.7398,0
Barbara_Boxer_0001_rainy.jpg,Candice_Bergen,0.8003,0
Barbara_Boxer_0001_resized.jpg,Barbara_Boxer,0.9933,1
Barbara_Boxer_0001_sunny.jpg,108_frontal,0.7613,0
Ben_Glisan_0001_blurred.jpg,Ben_Glisan,0.9397,1
Ben_Glisan_0001_foggy.jpg,Ben_Glisan,0.8597,1
Ben_Glisan_0001_lowlight.jpg,Ben_Glisan,0.8969,1
Ben_Glisan_0001_noisy.jpg,Ben_Glisan,0.6061,0
Ben_Glisan_0001_rainy.jpg,Ben_Glisan,0.7107,1
Ben_Glisan_0001_resized.jpg,Ben_Glisan,0.9956,1
Ben_Glisan_0001_sunny.jpg,033_frontal,0.772,0
Ben_Glisan_0002_blurred.jpg,Roy_Blunt,0.6214,0
Ben_Glisan_0002_foggy.jpg,Raaf_Schefter,0.5987,0
Ben_Glisan_0002_lowlight.jpg,049_frontal,0.6323,0
Ben_Glisan_0002_noisy.jpg,Fernando_Valenzuela,0.5897,0
Ben_Glisan_0002_rainy.jpg,Fernando_Valenzuela,0.5898,0
Ben_Glisan_0002_resized.jpg,Raaf_Schefter,0.5861,0
Ben_Glisan_0002_sunny.jpg,061_frontal,0.6347,0
Billy_Gilman_0001_blurred.jpg,Billy_Gilman,0.7627,1
Billy_Gilman_0001_foggy.jpg,Billy_Gilman,0.842,1
Billy_Gilman_0001_lowlight.jpg,070_frontal,0.7504,0
Billy_Gilman_0001_noisy.jpg,Billy_Gilman,0.7011,1
Billy_Gilman_0001_rainy.jpg,Billy_Gilman,0.563,0
Billy_Gilman_0001_resized.jpg,Billy_Gilman,0.9902,1
Billy_Gilman_0001_sunny.jpg,108_frontal,0.4537,0
Bill_Fennelly_0001_blurred.jpg,Bill_Fennelly,0.9204,1
Bill_Fennelly_0001_foggy.jpg,Bill_Fennelly,0.6493,0
Bill_Fennelly_0001_lowlight.jpg,070_frontal,0.771,0
Bill_Fennelly_0001_noisy.jpg,Carl_Levin,0.4747,0
Bill_Fennelly_0001_rainy.jpg,Candice_Bergen,0.6547,0
Bill_Fennelly_0001_resized.jpg,Bill_Fennelly,0.9961,1
Bill_Fennelly_0001_sunny.jpg,108_frontal,0.7162,0
Bill_Lerach_0001_blurred.jpg,Bill_Lerach,0.7925,1
Bill_Lerach_0001_foggy.jpg,Bill_Lerach,0.7321,1
Bill_Lerach_0001_lowlight.jpg,Mario_Lobo_Zagallo,0.6143,0
Bill_Lerach_0001_noisy.jpg,Bill_Lerach,0.7163,1
Bill_Lerach_0001_rainy.jpg,Candice_Bergen,0.5539,0
Bill_Lerach_0001_resized.jpg,Bill_Lerach,0.9777,1
Bill_Lerach_0001_sunny.jpg,024_frontal,0.6499,0
Bill_Readdy_0001_blurred.jpg,Bill_Readdy,0.9128,1
Bill_Readdy_0001_foggy.jpg,Bill_Readdy,0.8063,1
Bill_Readdy_0001_lowlight.jpg,Bill_Readdy,0.8598,1
Bill_Readdy_0001_noisy.jpg,Bill_Readdy,0.8084,1
Bill_Readdy_0001_rainy.jpg,Bill_Readdy,0.8347,1
Bill_Readdy_0001_resized.jpg,Bill_Readdy,0.9954,1
Bill_Readdy_0001_sunny.jpg,061_frontal,0.7087,0
Bing_Crosby_0001_blurred.jpg,Bing_Crosby,0.8864,1
Bing_Crosby_0001_foggy.jpg,Bing_Crosby,0.7932,1
Bing_Crosby_0001_lowlight.jpg,Bing_Crosby,0.7922,1
Bing_Crosby_0001_noisy.jpg,Bing_Crosby,0.7988,1
Bing_Crosby_0001_rainy.jpg,Bing_Crosby,0.688,1
Bing_Crosby_0001_resized.jpg,Bing_Crosby,0.9939,1
Bing_Crosby_0001_sunny.jpg,049_frontal,0.6778,0
Boutros_Boutros_Ghali_0001_blurred.jpg,Boutros_Boutros_Ghali,0.9349,1
Boutros_Boutros_Ghali_0001_foggy.jpg,Carl_Levin,0.6167,0
Boutros_Boutros_Ghali_0001_lowlight.jpg,070_frontal,0.8163,0
Boutros_Boutros_Ghali_0001_noisy.jpg,052_frontal,0.5979,0
Boutros_Boutros_Ghali_0001_rainy.jpg,Candice_Bergen,0.6895,0
Boutros_Boutros_Ghali_0001_resized.jpg,Boutros_Boutros_Ghali,0.9972,1
Boutros_Boutros_Ghali_0001_sunny.jpg,033_frontal,0.7271,0
Bruce_Weber_0001_blurred.jpg,Bruce_Weber,0.8656,1
Bruce_Weber_0001_foggy.jpg,Bruce_Weber,0.6735,1
Bruce_Weber_0001_lowlight.jpg,083_frontal,0.8968,0
Bruce_Weber_0001_noisy.jpg,023_frontal,0.6774,0
Bruce_Weber_0001_rainy.jpg,Candice_Bergen,0.7771,0
Bruce_Weber_0001_resized.jpg,Bruce_Weber,0.9929,1
Bruce_Weber_0001_sunny.jpg,070_frontal,0.6074,0
Bruce_Weber_0002_blurred.jpg,Bruce_Weber,0.4896,0
Bruce_Weber_0002_foggy.jpg,Candice_Bergen,0.4992,0
Bruce_Weber_0002_lowlight.jpg,017_frontal,0.81,0
Bruce_Weber_0002_noisy.jpg,049_frontal,0.6134,0
Bruce_Weber_0002_rainy.jpg,Candice_Bergen,0.7217,0
